YCSB_KEY,field0,field1,field2
user3238,2020-09-02,TSLA,high fast take profit
user3239,2020-09-02,TSLA,hope tomorrow
user3240,2020-09-02,TSLA,blow off top elons fit rage futile
user3241,2020-09-02,TSLA,many gap fill
user3242,2020-09-02,TSLA,sp inclusion delayed due low profitabilty stock thats going disaster
user3243,2020-09-02,TSLA,must hold otherwise it going ride downhill powered battery
user3244,2020-09-02,TSLA,bull seem already forgotten impeding dilution
user3245,2020-09-02,TSLA,rather buy sony actually look lot better p back seattttt whaaa
user3246,2020-09-02,TSLA,ready short bc way call got destroyed
user3247,2020-09-02,TSLA,go tmr eod market buy cheap share make
user3248,2020-09-02,TSLA,get
user3249,2020-09-03,TSLA,bull bought k presplit good bull bagholding postsplit wont see return till eoy
user3250,2020-09-03,TSLA,short short looking better ever stock split victim mean bagholders meant stock holder flush
user3251,2020-09-03,TSLA,wonder many moontards called sec today
user3252,2020-09-03,AAPL,aye bull yall looking
user3253,2020-09-03,TSLA,tesla bagholders going back work
user3254,2020-09-03,TSLA,kid going back schooltesla going bit
user3255,2020-09-03,TSLA,""
user3256,2020-09-03,TSLA,future add fuel tomorrow drop tesla poor bull get fooked without lube
user3257,2020-09-03,TSLA,greedy piggy deserve coming them
user3258,2020-09-03,TSLA,juicy entry soon looking v dip
user3259,2020-09-03,TSLA,need help put friday sell
user3260,2020-09-03,TSLA,itz carz company stupid
user3261,2020-09-03,TSLA,anyone still waiting battery day today
user3262,2020-09-03,TSLA,boy lambos around king elon fking
user3263,2020-09-03,TSLA,""
user3264,2020-09-03,TSLA,wait till robinhooders weak hand panic selling start dont get caught holding bag
user3265,2020-09-03,TSLA,bull wanna stay bull even cost blowing account bag holder
user3266,2020-09-03,TSLA,elon give back mil bonus go s couldve paid debt instead shareholder
user3267,2020-09-03,TSLA,bull talk yesterday dream crush
user3268,2020-09-03,AAPL,lol oh dear martha get mop apple mr g puked lol
user3269,2020-09-03,TSLA,borsen zeitung price target tesla
user3270,2020-09-03,TSLA,goal trap people quick cant sell loss mission accomplished
user3271,2020-09-03,TSLA,probably greatest trade term timing lol sold call weekly monday put gonna print brainer
user3272,2020-09-03,TSLA,brrrr became duhhhhh guhhhh
user3273,2020-09-03,TSLA,buy hold yeah reality gonna hit real soon back club year
user3274,2020-09-03,TSLA,everyone still calculation current price x tesla great nothing wrong cutting stake
user3275,2020-09-03,TSLA,ima cover short since one easiest short ever
user3276,2020-09-03,TSLA,elon jail biggest scam
user3277,2020-09-03,TSLA,love elon tesla ill seeing perma bull lol
user3278,2020-09-03,TSLA,bunch clown buying
user3279,2020-09-03,TSLA,bull still bullish bubble pop bubble bubble pop
user3280,2020-09-03,TSLA,possible testing high s
user3281,2020-09-03,TSLA,good amazing beautiful sleep last night
user3282,2020-09-03,TSLA,portfolio full blood today sad
user3283,2020-09-03,TSLA,muhahaha see lot bag holder gl im
user3284,2020-09-03,TSLA,confused doesnt tsla go
user3285,2020-09-03,AAPL,brake pre split price
user3286,2020-09-03,TSLA,fun fact to moon
user3287,2020-09-03,TSLA,love watching hyperbulls panic sell
user3288,2020-09-03,TSLA,many fool message board comic relief lol
user3289,2020-09-03,TSLA,bear denial tell bull
user3290,2020-09-03,AAPL,""
user3291,2020-09-03,TSLA,warned many time didnt listen sorry
user3292,2020-09-03,TSLA,bear coming hibernation knew bubble bound pop let see low go
user3293,2020-09-03,TSLA,""
user3294,2020-09-03,AAPL,sold put way early left lot table shoutout bear bigger sack
user3295,2020-09-03,TSLA,fire sale turn bull steak
user3296,2020-09-03,AAPL,like buy landslide
user3297,2020-09-03,TSLA,wanted called tech company
user3298,2020-09-03,TSLA,fund selling professionally
user3299,2020-09-03,AAPL,hahaa chiao panic fir last
user3300,2020-09-03,AAPL,it going nose dive tomorrow bigly
user3301,2020-09-03,AAPL,go up thought wa
user3302,2020-09-03,NVDA,drop baby im trying get lower
user3303,2020-09-03,TSLA,daddy elon sold top worshipper
user3304,2020-09-03,TSLA,wouldnt buy got the insane title world warcraft
user3305,2020-09-03,TSLA,imagine holding night waking tomorrow
user3306,2020-09-03,AAPL,need cool cant run time guy nutssss
user3307,2020-09-03,AAPL,it great company price tho
user3308,2020-09-03,TSLA,still waiting sh entry get can
user3309,2020-09-03,AAPL,support please stop buying
user3310,2020-09-03,TSLA,many pro investor
user3311,2020-09-03,TSLA,buy dip everyones genius get punched face greedy
user3312,2020-09-03,TSLA,go it gonna tank bad short love tsla
user3313,2020-09-03,TSLA,bubble perfectly normal trading action nothing see
user3314,2020-09-03,AAPL,die laughing day
user3315,2020-09-03,TSLA,elon abandoned follower
user3316,2020-09-03,TSLA,propped pt fiddy tomorrow
user3317,2020-09-03,TSLA,guess cashing early already sold mine next week congress come solution economic problem maybe people feel comfortable keeping money invested long term gla
user3318,2020-09-03,TSLA,finally flush time
user3319,2020-09-03,TSLA,get in boy going quadrillion dollar
user3320,2020-09-03,TSLA,wowwhy wait k split price
user3321,2020-09-03,TSLA,lower algo flash crash happen time
user3322,2020-09-03,TSLA,chairman know fool people selling name
user3323,2020-09-03,AAPL,know funny beginning
user3324,2020-09-03,TSLA,happily buy
user3325,2020-09-03,TSLA,bought call close
user3326,2020-09-03,TSLA,like truman show youre living set bag holding
user3327,2020-09-03,TSLA,happen guru want tesla dont worry give eat
user3328,2020-09-03,TSLA,""
user3329,2020-09-03,TSLA,heck happened aware
user3330,2020-09-03,TSLA,hear pop yuge bubble
user3331,2020-09-03,TSLA,battery day going somber
user3332,2020-09-03,TSLA,went ballz deep put today
user3333,2020-09-03,TSLA,right guy denial phase
user3334,2020-09-03,TSLA,love it millennials bought tulip scam meltdown
user3335,2020-09-03,TSLA,musk prob shorting since said high lower
user3336,2020-09-03,AAPL,bought aapl yesterday margin
user3337,2020-09-03,NVDA,since yesterday save
user3338,2020-09-03,TSLA,bought call option ok share
user3339,2020-09-03,TSLA,doesnt wanna hit target
user3340,2020-09-03,TSLA,let drop ill
user3341,2020-09-03,AAPL,already tomorrow going bad see ya then time celebrate big gain today
user3342,2020-09-03,TSLA,glad got phew
user3343,2020-09-03,TSLA,man like watching titanic
user3344,2020-09-03,AAPL,doubt fall back wherever rise see soon
user3345,2020-09-03,TSLA,late short like last party
user3346,2020-09-03,TSLA,sometimes gotta cut loss play dark side
user3347,2020-09-03,TSLA,oh gave keep wtf wow thought protected
user3348,2020-09-03,AAPL,eom rh gonna learn
user3349,2020-09-03,TSLA,monster drop pop gotta love thing either way know play
user3350,2020-09-03,TSLA,stanky bull at yall wrong one
user3351,2020-09-03,TSLA,lmao chaser bag holder
user3352,2020-09-03,TSLA,hahahahaha greedy pig
user3353,2020-09-03,TSLA,month get reverse split back
user3354,2020-09-03,TSLA,cant wait drop another
user3355,2020-09-03,TSLA,damn perma bull getting sloppy tripping theirselves unload ah
user3356,2020-09-04,TSLA,closing low day
user3357,2020-09-04,TSLA,pm market close still gonna bleed
user3358,2020-09-04,TSLA,buy top stock split
user3359,2020-09-04,TSLA,tesla aint even making profit valued billion
user3360,2020-09-04,AAPL,love take month push high short bring day rigged system evil people rule world hope poor medium class gone cant wait see happen
user3361,2020-09-04,AAPL,ill sooooo bullish next week company everything ill get huge discount average iq
user3362,2020-09-04,TSLA,greedy pig getting slaughtered today probably tomorrow epic
user3363,2020-09-04,TSLA,wait p oo coming
user3364,2020-09-04,TSLA,t selling pink sheet otc
user3365,2020-09-04,TSLA,sp inclusion like i declare bankruptcy tomorrow elon done
user3366,2020-09-04,TSLA,thinking buying dip seems falling ill sit sideline thanks k profit whooooof close
user3367,2020-09-04,TSLA,good thing dip didnt bother it like geico commercial
user3368,2020-09-04,TSLA,currently trading germany usd
user3369,2020-09-04,TSLA,clearly tech selling off part it realize buy put make share loss less
user3370,2020-09-04,TSLA,proof tried help
user3371,2020-09-04,TSLA,whose shorting garbage
user3372,2020-09-04,TSLA,created perfect alibi never forget tweet said pumped nonstop defense implodes refer tweet honor
user3373,2020-09-04,TSLA,help needed please cost holding option tesla cani know exactly
user3374,2020-09-04,AAPL,room go
user3375,2020-09-04,AAPL,close tomorrow im richhhhhh spread
user3376,2020-09-04,TSLA,bought put monday close many bull hater summer quite fall hehe
user3377,2020-09-04,TSLA,elon must surely lose place position world richest shall replacing going short
user3378,2020-09-04,TSLA,permanent top premarket earlier week around news week equity reparable debt restructuring coming short ground
user3379,2020-09-04,TSLA,put going go crazy
user3380,2020-09-04,TSLA,get diluted jump joy car company
user3381,2020-09-04,AAPL,overvalued pigand greedy piggy get slaughtered
user3382,2020-09-04,TSLA,bought split
user3383,2020-09-04,TSLA,maybe ill buy put
user3384,2020-09-04,TSLA,musk short successfully returned thank you
user3385,2020-09-04,TSLA,u boating frankfurt
user3386,2020-09-04,TSLA,realised people value company look stock price
user3387,2020-09-04,TSLA,bul trap forming next drop devastating put ofcourse
user3388,2020-09-04,TSLA,guaranteed gonna bleed
user3389,2020-09-04,TSLA,might missed
user3390,2020-09-04,TSLA,tsla really worth per share presplit slow bleed per day get there sorry getting slaughter
user3391,2020-09-04,TSLA,stock move percent bull ecstasy still negative territory
user3392,2020-09-04,TSLA,why falling
user3393,2020-09-04,TSLA,yall ever gonna wake
user3394,2020-09-04,TSLA,one know bottom po mean nobody
user3395,2020-09-04,TSLA,everyone keep saying this tesla cant go know bubble burst going kill lot people headline aint gonna look pretty
user3396,2020-09-04,AAPL,guy doom put rich
user3397,2020-09-04,TSLA,bull saying sp another couple billion market cap fyi said never happen non profitable gaap basis thing make money tax credit
user3398,2020-09-04,TSLA,genius move elon b capital raise right stock split genius
user3399,2020-09-04,AAPL,wow whole m job recovered
user3400,2020-09-04,TSLA,quick question still buying dip
user3401,2020-09-04,AAPL,anyone belief politically driven employment number real
user3402,2020-09-04,TSLA,think ill put
user3403,2020-09-04,AAPL,great shirt drop
user3404,2020-09-04,TSLA,come on help dip healthy correction
user3405,2020-09-04,AAPL,everyone omg unemployment rate low
user3406,2020-09-04,AAPL,""
user3407,2020-09-04,AAPL,made put panicking sold
user3408,2020-09-04,AMZN,easy money buy put relax going rate yesterday almost today ahahaha
user3409,2020-09-04,TSLA,cant day row said
user3410,2020-09-04,TSLA,hold guy battery day going moon overvalued
user3411,2020-09-04,TSLA,well yall call shot pump dump baby hope yall different source income
user3412,2020-09-04,TSLA,bounce bear cut profit especially gain already
user3413,2020-09-04,AAPL,loaded call waiting game now portfolio shaved ill wait till november then
user3414,2020-09-04,TSLA,joker it s u think stock go line sky
user3415,2020-09-04,AAPL,happy yk tech bubble like burst
user3416,2020-09-04,TSLA,going back march level hold
user3417,2020-09-04,AAPL,guess people posting enough rocket ship
user3418,2020-09-04,TSLA,new entry point fiddy dollar
user3419,2020-09-04,TSLA,course nobody knew made statement
user3420,2020-09-04,AAPL,time sell everything save better time
user3421,2020-09-04,TSLA,hello bagholder
user3422,2020-09-04,AAPL,calling
user3423,2020-09-04,TSLA,elon pumped dumped
user3424,2020-09-04,AAPL,buuurn baby burn let see everyone rich together
user3425,2020-09-04,TSLA,today gambler
user3426,2020-09-04,AAPL,""
user3427,2020-09-04,TSLA,mf gonna crash whole market
user3428,2020-09-04,TSLA,tesla offer bear customization car want one pleazzzzz
user3429,2020-09-04,TSLA,buy it battery day
user3430,2020-09-04,TSLA,everyone buying yolo call again
user3431,2020-09-04,TSLA,who buying put holding til tuesday morning
user3432,2020-09-04,AAPL,look people sell fast enough
user3433,2020-09-04,TSLA,expecting sp news hour
user3434,2020-09-04,AAPL,sold call close gain think movement based option expiring today long weekend everyone stay blessed
user3435,2020-09-04,TSLA,week good long weekend next week go
user3436,2020-09-04,AAPL,pleased close made profit still keeping inital po post split percent wait see happens tuesday
user3437,2020-09-04,TSLA,dont know im happy went loosing chunk glad bought discounted share thanks lovely bear shout guy making investing easier
user3438,2020-09-04,TSLA,bought s wowsers
user3439,2020-09-04,TSLA,etsy trinket cactus plant homemade mask dolly lmao
user3440,2020-09-04,TSLA,imagine bear sitting thinking genius every little dip totally disregarding thousand lost trying short year retardation finest
user3441,2020-09-05,TSLA,robinhood softbank
user3442,2020-09-05,TSLA,made money without sp fine without bull
user3443,2020-09-05,TSLA,big drop ah probably monkey group trying drive stock rocket
user3444,2020-09-05,AAPL,heard secret vr product might introduced end year
user3445,2020-09-05,TSLA,robinhooders it time fightit glorious end
user3446,2020-09-05,TSLA,got line cmon champ get uppp let get back
user3447,2020-09-05,TSLA,iq think elon change world tsla
user3448,2020-09-05,AAPL,hope bottom
user3449,2020-09-05,TSLA,damn load jan call
user3450,2020-09-05,TSLA,moon tuesday european buy cheap share monday
user3451,2020-09-05,TSLA,awww man shoot tuesday sell position load up hope continues dipping need solid bottom entry
user3452,2020-09-07,AAPL,apple doesnt usually correct long it violent viscous good luck
user3453,2020-09-07,AAPL,cant wait hear bull cry tomorrow call worthless
user3454,2020-09-08,AAPL,oh no tec bubble bursting
user3455,2020-09-08,AAPL,making fool bull pm far
user3456,2020-09-08,AAPL,""
user3457,2020-09-08,AAPL,stock sell everyone say it manipulation stock go one trading day say it incredible gain
user3458,2020-09-08,AAPL,im done losing money im out
user3459,2020-09-08,AAPL,cook crook shittycompany
user3460,2020-09-08,AAPL,artery bleed scratch
user3461,2020-09-08,AAPL,it bear season boy lose money today youre trying
user3462,2020-09-08,AAPL,isnt dip
user3463,2020-09-08,AAPL,told russian coming sunk stock trading american account officially trading moscow stock exchange too russia protrump whichs translates antiamerica
user3464,2020-09-08,AAPL,fell back asleep well rip tsla appl call good news glad go crazy time make back
user3465,2020-09-08,AAPL,say byeeee byeee asset
user3466,2020-09-08,AAPL,tim cook sold stock u still coming eow
user3467,2020-09-08,AAPL,going lie bull ive buying dip since wednesday dip bought tho real dip put
user3468,2020-09-08,TSLA,crystal ball
user3469,2020-09-08,TSLA,buy dip buy dip like falling
user3470,2020-09-08,TSLA,holy fuck bull came hiding boost market making mor eppl lose money
user3471,2020-09-08,TSLA,new kodak shame it
user3472,2020-09-08,AAPL,great idea let keep listening bull well fine
user3473,2020-09-08,TSLA,people bought split thinking getting discount
user3474,2020-09-08,TSLA,last week got much hate said it gonna crash company trading promise long time eventually somebody say let call compared vw toyota lol
user3475,2020-09-08,TSLA,guru today missing comment when pro talk better listen
user3476,2020-09-08,TSLA,wow thing bouncing back big time hour congrats bull moon
user3477,2020-09-08,TSLA,tide turned people see sell bottom
user3478,2020-09-08,TSLA,reddit tsla call holder last week v week
user3479,2020-09-08,TSLA,buy tesla put buy tesla share
user3480,2020-09-08,TSLA,listened guy tell people
user3481,2020-09-08,TSLA,tomorrow short might gentle day
user3482,2020-09-08,TSLA,bull talking like isnt still priced
user3483,2020-09-08,TSLA,gmnkla combo punched one bussy without crisco
user3484,2020-09-08,TSLA,soon called maybe
user3485,2020-09-08,TSLA,reminds song baby down downnnnn even sky falling down
user3486,2020-09-08,TSLA,""
user3487,2020-09-08,TSLA,thinking buying good buyoh well time cover short
user3488,2020-09-08,TSLA,it okay bull ride way too put looking juicy wait takeoff
user3489,2020-09-08,TSLA,but said battery day coming hold bag o wait
user3490,2020-09-08,TSLA,blip show moment anyone see it
user3491,2020-09-08,TSLA,tesla put goldmine right
user3492,2020-09-08,TSLA,point presplit drop think gonna see forced liquidation margin account price doesnt recover quickly
user3493,2020-09-08,TSLA,way instead splittingtesla might multiply couple day
user3494,2020-09-08,TSLA,never really reason go s s short month manipulated along big player unfortunately me drop happened late almost put
user3495,2020-09-08,TSLA,let er sink peace
user3496,2020-09-08,TSLA,look like everything go back march
user3497,2020-09-08,TSLA,bought dip got musked
user3498,2020-09-08,TSLA,want week tomorrow
user3499,2020-09-08,TSLA,todamoon greedy pig deserved it
user3500,2020-09-08,TSLA,bull disbelief lol retail hold bag
user3501,2020-09-08,TSLA,session rate easily drop drop high
user3502,2020-09-08,TSLA,tesla proof money burn slap ask
user3503,2020-09-08,TSLA,elon musk net worth drop post coming social medium starting tomorrow lol
user3504,2020-09-08,TSLA,people thinking bottom ah bull need start seeing fact it still overpriced wont stop dropping now see tomorrow
user3505,2020-09-08,TSLA,it dropping again bear at
user3506,2020-09-08,TSLA,btc go chasing waterfallssss
user3507,2020-09-08,TSLA,go tomorrow
user3508,2020-09-08,TSLA,not car company
user3509,2020-09-08,TSLA,theta crushing option margin call crushing stock
user3510,2020-09-08,TSLA,ford car company either sell floor mat
user3511,2020-09-08,TSLA,fair market value s
user3512,2020-09-09,TSLA,ma man pullback x drop bull huge stomach digest
user3513,2020-09-09,AAPL,buyer so drop let fall please
user3514,2020-09-09,AAPL,short term bear long term bull
user3515,2020-09-09,TSLA,bet closer hold seat
user3516,2020-09-09,TSLA,it starting get interesting drop another tomorrow buy k drop add more price
user3517,2020-09-09,TSLA,goo job beard get back
user3518,2020-09-09,TSLA,stock lost onethird value little week share sale sp index snubbing
user3519,2020-09-09,TSLA,hope hit lower
user3520,2020-09-09,TSLA,lol sp inclusion priced
user3521,2020-09-09,AAPL,apple tesla bull get ready jonestown kool aid tomorrow
user3522,2020-09-09,AAPL,time sell dump tomorrow
user3523,2020-09-09,TSLA,keep buying buy dip
user3524,2020-09-09,TSLA,smart tesla investor taken nice chunk position straight chillin bank remaining bunch bought recently awaiting battery bunch sucker
user3525,2020-09-09,AAPL,looking good
user3526,2020-09-09,AAPL,ok bear now unicorn bear
user3527,2020-09-09,TSLA,going green today false alarm
user3528,2020-09-09,TSLA,cant wait see bull turn red today
user3529,2020-09-09,TSLA,synthetic derivative hoop em waiting pump betting ppl professionally like bball lebron let u feel like u bad bang u lose
user3530,2020-09-09,TSLA,share robin hood rat lifting
user3531,2020-09-09,TSLA,drunk friend conversation bet k tesla hit bouncing hoe promised it tuesday like tesla said dont go backwards life saying go work walmart need boxing glove
user3532,2020-09-09,TSLA,duracell life elons battery day faker quaker big fail ahead find shoulder ahead time cry friend booked
user3533,2020-09-09,TSLA,need
user3534,2020-09-09,TSLA,company revenue toyota currently twice market cap
user3535,2020-09-09,AAPL,hey tbh im bear im kinda scared
user3536,2020-09-09,TSLA,wait strength short later today rise o great tesla rise ye may short wise investor
user3537,2020-09-09,AAPL,donna love dip morning ill enter
user3538,2020-09-09,TSLA,pump dump fake wall giving confidence buyer right now
user3539,2020-09-09,TSLA,smart bull opportunity yell portfolio im laughing decided cover could youd rather minute hope lifetime rich see
user3540,2020-09-09,AAPL,start wit red candle
user3541,2020-09-09,TSLA,bull get fcked as
user3542,2020-09-09,TSLA,stock split horrible decision retail short now
user3543,2020-09-09,TSLA,last one out please turn light thanks
user3544,2020-09-09,TSLA,look like it going get cheaper battery day
user3545,2020-09-09,TSLA,normal service resumed slide downwards put loaded already printing
user3546,2020-09-09,AAPL,lol stock dropped day barely today lol who winning
user3547,2020-09-09,TSLA,tsla bull life alternate universe probably aware stock defies logic gravity
user3548,2020-09-09,TSLA,patiently waiting put pay
user3549,2020-09-09,AAPL,it vwap go
user3550,2020-09-09,TSLA,""
user3551,2020-09-09,TSLA,hear come bull make moneythen bear make moneybulls make money country stock
user3552,2020-09-09,AAPL,end excellent green day good job bull
user3553,2020-09-09,NFLX,feel roller coaster top waiting drop
user3554,2020-09-09,TSLA,presplit adjusted recovered today
user3555,2020-09-09,TSLA,bear said going
user3556,2020-09-09,TSLA,it nice break horrific last week
user3557,2020-09-09,TSLA,another green day tomorrow plz least thursday
user3558,2020-09-09,AAPL,previous resistance becomes new support
user3559,2020-09-09,AAPL,cramer cnbc expects big buying tomorrow
user3560,2020-09-09,TSLA,woww thought eow u guy want tomorrow it ok metesla undisputed ev leader one follow even vw guy ratified it letsss gooooo tesla bull
user3561,2020-09-09,TSLA,know something dont know
user3562,2020-09-09,TSLA,fellow brother upon u let u rejoice
user3563,2020-09-09,TSLA,revers head shoulder coming back tomorrow
user3564,2020-09-09,AAPL,time next year well long strong
user3565,2020-09-09,TSLA,bear at they hibernating
user3566,2020-09-09,TSLA,opportunity grab
user3567,2020-09-09,TSLA,damn freebie last night
user3568,2020-09-10,TSLA,short got pulled think awhile learn im afraid
user3569,2020-09-10,TSLA,tesla stopped tomorrow dont know come back take look tomorrow back disney channel
user3570,2020-09-10,AAPL,well im happy green today
user3571,2020-09-10,TSLA,big closing previous day high thats called market shift hopefully momentum stay tomorrow
user3572,2020-09-10,AAPL,yah baby bot shes yesterday sold today thats easy money twit clown
user3573,2020-09-10,TSLA,battery day coming buy low sell high
user3574,2020-09-10,TSLA,believe tesla like apple car manufacturer like android one tesla one apple many not great
user3575,2020-09-10,TSLA,manwoman tell still short afraid go bed
user3576,2020-09-10,AAPL,losing money thing fun
user3577,2020-09-10,TSLA,love eat bear meat family vegetarian
user3578,2020-09-10,TSLA,riding support line bear worried
user3579,2020-09-10,TSLA,premarket look good tested support
user3580,2020-09-10,AAPL,given price target jpmorgan chase co
user3581,2020-09-10,TSLA,buy dip people
user3582,2020-09-10,TSLA,look like corrected correction
user3583,2020-09-10,TSLA,wonder everyone brother trying get ev market lucid now
user3584,2020-09-10,TSLA,battery day september nd giga factory expansion berlin etc etc etc
user3585,2020-09-10,AAPL,today written
user3586,2020-09-10,TSLA,even peep shortswhere hiding at
user3587,2020-09-10,TSLA,thats weirdest it going ever seen
user3588,2020-09-10,TSLA,go waywhen stock dumping need nastyshorts
user3589,2020-09-10,TSLA,lot short abt get blown tf morning
user3590,2020-09-10,TSLA,pleased predictable missed recovery expectation day still bought call
user3591,2020-09-10,TSLA,well robinhooders selling pre market thats good sign
user3592,2020-09-10,AAPL,feel like created rocket emoji stocktwits
user3593,2020-09-10,TSLA,battery day already priced
user3594,2020-09-10,TSLA,let see today baby granit lotto call shes printing
user3595,2020-09-10,TSLA,id like thank bear again without wouldnt possible
user3596,2020-09-10,TSLA,gonna battery day
user3597,2020-09-10,TSLA,gimme jump on knife dammit
user3598,2020-09-10,AAPL,sold morning waiting see hold
user3599,2020-09-10,TSLA,industrials jumped back tsla go
user3600,2020-09-10,AAPL,relax guy it usual lunch dip needed lunch money still eod tuesday apple event minimum hold buy dip come
user3601,2020-09-10,TSLA,battery day coming everybody want take chance ride moon correction it time take it suppose be
user3602,2020-09-10,TSLA,better take advantage little dip battery day know it really want continue chase
user3603,2020-09-10,AMZN,earnings looking buy c earnings
user3604,2020-09-10,AAPL,loaded january call
user3605,2020-09-10,TSLA,gotta go long tesla aint faint heart risk reward
user3606,2020-09-10,TSLA,monster please give today get remaining tomorrow hole
user3607,2020-09-10,TSLA,wow future declining holding stronger expected
user3608,2020-09-10,AAPL,focking shiiitt show pump
user3609,2020-09-10,AAPL,wow market joke volatile
user3610,2020-09-10,AAPL,everyone overreacts stimulus
user3611,2020-09-10,TSLA,who loading battery day
user3612,2020-09-10,TSLA,market fcked actually idea anymore tesla tomorrow
user3613,2020-09-10,TSLA,stop inbreeding short becoming bear cerebrum insufficient
user3614,2020-09-10,AAPL,load truck apple fire sale nut buy much price g pr soon
user3615,2020-09-10,TSLA,break tomorrow rise bull rise
user3616,2020-09-10,AAPL,bull learning painful lesson week stonks actually drop lol
user3617,2020-09-10,AAPL,crook pump hour dump market hour garbage
user3618,2020-09-10,AAPL,wheres pm morning
user3619,2020-09-10,AAPL,breaking news getting grocery business lol
user3620,2020-09-10,TSLA,priming pre jump held today tommrows big run rumor battery day around corner
user3621,2020-09-10,TSLA,need another pair short short
user3622,2020-09-11,TSLA,dont understand people trying short tsla bullish nkla
user3623,2020-09-11,TSLA,need future close eye peace
user3624,2020-09-11,TSLA,yesterday va flat happen today mystery suspense
user3625,2020-09-11,TSLA,ah trend continues time condition good strong intractable rise unlike suppression yesterday like tesla roadster spacex thruster
user3626,2020-09-11,AAPL,volume price tinkering new bull trap gap it buyer beware sign
user3627,2020-09-11,AAPL,going dump hard today put amazing
user3628,2020-09-11,TSLA,imoif today gold reach least crude oil drive market see tesla run above
user3629,2020-09-11,TSLA,bear hoping drop today u ultra bull want
user3630,2020-09-11,TSLA,looking open bell
user3631,2020-09-11,TSLA,im feeling good today
user3632,2020-09-11,NFLX,pedoflix wouldt throw dollar thing
user3633,2020-09-11,TSLA,seeing higher high higher low thing ready break s today
user3634,2020-09-11,TSLA,ppl collect stamp baseball card collect tesla share
user3635,2020-09-11,AAPL,pre market up soon market open go great penny stock
user3636,2020-09-11,AAPL,like tanky tank short
user3637,2020-09-11,TSLA,im going call battery day soon tied walmart launch first im ready become millionaire here
user3638,2020-09-11,AAPL,underpeforms nasdaq go go lost dollar relative performance since
user3639,2020-09-11,AAPL,think bull eod
user3640,2020-09-11,TSLA,hear clock ticking red ticker opportunity take one trash turn treasure battery day sep nd history made
user3641,2020-09-11,AAPL,wow buy put
user3642,2020-09-11,TSLA,""
user3643,2020-09-11,TSLA,bear running cover eod
user3644,2020-09-11,TSLA,whats going on sleep minute see
user3645,2020-09-11,NFLX,call spread
user3646,2020-09-11,TSLA,many exciting thing unveiled battery day
user3647,2020-09-11,AMZN,apparently amazon awful company always underperforms market time going rate dropping dropping last couple day sickening
user3648,2020-09-11,AAPL,wtf going on honey plz grab seat belt
user3649,2020-09-11,TSLA,bullish anyone notice seems whole market crashing like march
user3650,2020-09-11,AAPL,el want drop patiently waiting add ton call cause one go up go
user3651,2020-09-11,TSLA,let rocket man let make great friday cheer everyone
user3652,2020-09-11,AAPL,spent day cry guess put green
user3653,2020-09-11,TSLA,consolidate hold fort tesla
user3654,2020-09-11,AAPL,behind balloon
user3655,2020-09-11,AAPL,sad algos couldnt even give market nice patriotic green day pump
user3656,2020-09-11,TSLA,almost happy hour people show
user3657,2020-09-11,TSLA,bear giving back
user3658,2020-09-11,AAPL,thats way make put print
user3659,2020-09-11,AAPL,owner start crook show new expensive
user3660,2020-09-11,TSLA,used hate short seller hindenburg research targeting small start ups brilliant hat nikola b company getting gree ride ev wave
user3661,2020-09-11,TSLA,bollinger band converging last conversion bollinger band significant past
user3662,2020-09-11,AAPL,gl all try get rest weekend monday fun
user3663,2020-09-11,AMZN,wall street crook taking lower
user3664,2020-09-11,AAPL,wall street crook taking lower
user3665,2020-09-11,TSLA,bull enjoy weekend bear go hibernate bull kill sleep feast winter
user3666,2020-09-12,TSLA,someone posted chat earlier im say it legit greatness
user3667,2020-09-12,TSLA,please five green day row praying
user3668,2020-09-12,NFLX,hey bear market care canceled netflix politician think still go
user3669,2020-09-12,TSLA,bull play game called block bear
user3670,2020-09-12,TSLA,""
user3671,2020-09-12,TSLA,dont think it go battery day it much lol even bear know thats closing short ahead wouldnt doubt going higher btw it battery day
user3672,2020-09-12,TSLA,call next week expensive
user3673,2020-09-12,AAPL,buy fear sell rip
user3674,2020-09-12,AAPL,oct th call far im toast
user3675,2020-09-13,AAPL,ooopsh thanks reminder
user3676,2020-09-14,AAPL,time streaming announcement tim cook tuesday ive heard time yet
user3677,2020-09-14,AAPL,""
user3678,2020-09-14,AAPL,newbie welcome pump
user3679,2020-09-14,AAPL,sweet dream hope best week need go back sleep
user3680,2020-09-14,AAPL,opening today chugging along
user3681,2020-09-14,AAPL,call delta yet loss delta
user3682,2020-09-14,AAPL,apple store u tomorrow hmmmm
user3683,2020-09-14,AAPL,neeed bear come n buy put squeeze
user3684,2020-09-14,AAPL,sight peaceful
user3685,2020-09-14,AAPL,back event tomorrow
user3686,2020-09-14,AAPL,close nice open tomorrow
user3687,2020-09-14,AAPL,finally buyer scrambling last hour
user3688,2020-09-14,TSLA,lmao make
user3689,2020-09-14,TSLA,small account tsla apple today saved account leave break even day fun
user3690,2020-09-14,TSLA,bear come back night time tell something lie
user3691,2020-09-14,TSLA,call debit spread printing next week
user3692,2020-09-14,TSLA,robinhooders sold closing thats get
user3693,2020-09-14,TSLA,remember said today
user3694,2020-09-14,AAPL,apple leaker prosser say source sure iphone announced tomorrow
user3695,2020-09-14,AAPL,bear get can going soon
user3696,2020-09-14,TSLA,bull prepare secondary blast tomorrow lunar surface moon neptune
